classe;caderno;grupo;codigo_cc;descricao;unid;nova;codins;insumo;unidins;tipo_insumo;nome_obra;id_ccoi_elemento;id_appropriation_composition;app_inicio;app_fim;qntd;qs;data;qntd_acum;qs_acum;ip_d;ip_acum;elemento
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1716;23468;2021-05-27 12:00:00 UTC;2021-05-27 13:00:00 UTC;1;12;2021-05-27 12:30:00 UTC;2;16;0,083333333;0,125;2
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1715;23467;2021-05-27 12:00:00 UTC;2021-05-27 13:00:00 UTC;1;12;2021-05-27 12:30:00 UTC;4,096666667;27,41;0,083333333;0,149458835;5
ESMALTE SINTÉTICO PARA ESQUADRIAS;EDIF;PINTURA;15-03-10;ESMALTE SINTÉTICO - ESQUADRIAS E PEÇAS DE SERRALHERIA;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3484;24418;2021-05-27 11:15:00 UTC;2021-05-27 14:50:00 UTC;1,58;40,23;2021-05-27 13:02:30 UTC;28,91333333;153,13;0,039274174;0,188815603;7
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2474;23214;2021-05-27 13:00:00 UTC;2021-05-27 13:50:00 UTC;0,83;0,3;2021-05-27 13:25:00 UTC;35,26;6,96;2,766666667;5,066091954;12
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2478;23218;2021-05-27 13:30:00 UTC;2021-05-27 14:00:00 UTC;0,5;1,13;2021-05-27 13:45:00 UTC;35,76;8,09;0,442477876;4,420271941;13
CONCRETO GROUT;EDIF;VEDOS;04-01-97;"CONCRETO ""GROUT""";M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2177;23219;2021-05-27 13:00:00 UTC;2021-05-27 15:00:00 UTC;2;0,1;2021-05-27 14:00:00 UTC;2;0,1;20;20;1
CONCRETO GROUT;EDIF;VEDOS;04-01-97;"CONCRETO ""GROUT""";M3;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;2178;23220;2021-05-27 13:00:00 UTC;2021-05-27 15:00:00 UTC;2;0,1;2021-05-27 14:00:00 UTC;3,33;0,249;20;13,37349398;4
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2493;23332;2021-05-28 07:30:00 UTC;2021-05-28 08:30:00 UTC;2;4,45;2021-05-28 08:00:00 UTC;37,76;12,54;0,449438202;3,011164274;14
TUBO DE PVC 1;EDIF;INST.HIDRO-SANITARIAS;10-02-61;"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 25MM (3/4"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1809;23536;2021-05-28 07:00:00 UTC;2021-05-28 10:00:00 UTC;3;20;2021-05-28 08:30:00 UTC;17,706;224,94;0,15;0,078714324;11
TUBO DE PVC 1;EDIF;INST.HIDRO-SANITARIAS;10-02-61;"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 25MM (3/4"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1811;23535;2021-05-28 07:00:00 UTC;2021-05-28 10:00:00 UTC;3;20;2021-05-28 08:30:00 UTC;69,172;616,04;0,15;0,112284917;27
TUBO DE PVC 1;EDIF;INST.HIDRO-SANITARIAS;10-04-62;"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 25MM (3/4"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1810;23536;2021-05-28 07:00:00 UTC;2021-05-28 10:00:00 UTC;3;20;2021-05-28 08:30:00 UTC;20,706;244,94;0,15;0,084534988;12
TUBO DE PVC 1;EDIF;INST.HIDRO-SANITARIAS;10-04-62;"TUBO DE PVC RÍGIDO, SOLDÁVEL (LINHA ÁGUA) - 25MM (3/4"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1812;23535;2021-05-28 07:00:00 UTC;2021-05-28 10:00:00 UTC;3;20;2021-05-28 08:30:00 UTC;72,172;636,04;0,15;0,113470851;28
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2480;23261;2021-05-28 07:30:00 UTC;2021-05-28 10:35:00 UTC;3,08;0,4;2021-05-28 09:02:30 UTC;40,84;12,94;7,7;3,1561051;15
ELETRODUTO 2;EDIF;INSTALACOES ELETRICAS;09-02-55;"ELETRODUTO DE PVC CORRUGADO REFORÇADO, ANTICHAMA - 25MM (3/4"")";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2280;23280;2021-05-28 08:00:00 UTC;2021-05-28 11:50:00 UTC;3,83;15,4;2021-05-28 09:55:00 UTC;24,34;87,28;0,248701299;0,278872594;7
TUBO DE ESGOTO 4;EDIF;INST.HIDRO-SANITARIAS;10-09-33;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 100MM (4"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1678;23546;2021-05-28 10:00:00 UTC;2021-05-28 12:30:00 UTC;2,5;8,6;2021-05-28 11:15:00 UTC;6,5;49,6;0,290697674;0,131048387;3
TUBO DE ESGOTO 4;EDIF;INST.HIDRO-SANITARIAS;10-09-33;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 100MM (4"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1677;23545;2021-05-28 10:00:00 UTC;2021-05-28 12:30:00 UTC;2,5;8,6;2021-05-28 11:15:00 UTC;6,5;49,6;0,290697674;0,131048387;3
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2486;23295;2021-05-28 09:00:00 UTC;2021-05-28 13:50:00 UTC;3,66;0,4;2021-05-28 11:25:00 UTC;44,5;13,34;9,15;3,335832084;16
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2490;23306;2021-05-28 10:40:00 UTC;2021-05-28 14:35:00 UTC;2,74;0,6;2021-05-28 12:37:30 UTC;47,24;13,94;4,566666667;3,388809182;17
TUBO DE ESGOTO 3;EDIF;INST.HIDRO-SANITARIAS;10-09-32;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 75MM (3"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1740;23559;2021-05-28 12:30:00 UTC;2021-05-28 14:30:00 UTC;1;5,2;2021-05-28 13:30:00 UTC;4,5;45,2;0,192307692;0,099557522;3
TUBO DE ESGOTO 3;EDIF;INST.HIDRO-SANITARIAS;10-09-32;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 75MM (3"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1739;23558;2021-05-28 12:30:00 UTC;2021-05-28 14:30:00 UTC;1;5,2;2021-05-28 13:30:00 UTC;4,5;45,2;0,192307692;0,099557522;3
VERNIZ ANTI-PICHAÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-25-03;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3453;23341;2021-05-28 13:15:00 UTC;2021-05-28 14:40:00 UTC;1,42;9,04;2021-05-28 13:57:30 UTC;23,79;767,623;0,157079646;0,030991776;8
VERNIZ ANTI-PICHAÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-25-03;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;14024;PRIMER PARA VERNIZ ANTI-PICHAÇÃO;L;MATERIAL;;3455;23342;2021-05-28 13:15:00 UTC;2021-05-28 14:40:00 UTC;1;9,04;2021-05-28 13:57:30 UTC;161,23;505,773;0,110619469;0,318779373;6
VERNIZ ANTI-PICHAÇÃO;EDIF;PINTURA;15-01-77;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3454;23341;2021-05-28 13:15:00 UTC;2021-05-28 14:40:00 UTC;1,42;9,04;2021-05-28 13:57:30 UTC;23,79;767,623;0,157079646;0,030991776;8
VERNIZ ANTI-PICHAÇÃO;EDIF;PINTURA;15-01-77;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;14024;PRIMER PARA VERNIZ ANTI-PICHAÇÃO;L;MATERIAL;;3456;23342;2021-05-28 13:15:00 UTC;2021-05-28 14:40:00 UTC;1;9,04;2021-05-28 13:57:30 UTC;161,23;505,773;0,110619469;0,318779373;6
VERNIZ ANTI-PICHAÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-25-03;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;3447;23334;2021-05-28 13:50:00 UTC;2021-05-28 15:00:00 UTC;1,17;56,41;2021-05-28 14:25:00 UTC;13,94333333;548,08;0,020741003;0,025440325;5
VERNIZ ANTI-PICHAÇÃO;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-25-03;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;14024;PRIMER PARA VERNIZ ANTI-PICHAÇÃO;L;MATERIAL;;3443;23336;2021-05-28 13:50:00 UTC;2021-05-28 15:00:00 UTC;5;56,41;2021-05-28 14:25:00 UTC;166,23;562,183;0,088636767;0,295686636;7
VERNIZ ANTI-PICHAÇÃO;EDIF;PINTURA;15-01-77;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;2075;PINTOR (SGSP);H;MAO DE OBRA;;3448;23334;2021-05-28 13:50:00 UTC;2021-05-28 15:00:00 UTC;1,17;56,41;2021-05-28 14:25:00 UTC;13,94333333;548,08;0,020741003;0,025440325;5
VERNIZ ANTI-PICHAÇÃO;EDIF;PINTURA;15-01-77;APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO);M2;0;14024;PRIMER PARA VERNIZ ANTI-PICHAÇÃO;L;MATERIAL;;3444;23336;2021-05-28 13:50:00 UTC;2021-05-28 15:00:00 UTC;5;56,41;2021-05-28 14:25:00 UTC;166,23;562,183;0,088636767;0,295686636;7
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1718;23566;2021-05-28 14:30:00 UTC;2021-05-28 15:40:00 UTC;1,1676;5,2;2021-05-28 15:05:00 UTC;3,1676;21,2;0,224538462;0,149415094;3
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1717;23565;2021-05-28 14:30:00 UTC;2021-05-28 15:40:00 UTC;1,1666;5,2;2021-05-28 15:05:00 UTC;5,263266667;32,61;0,224346154;0,161400388;6
CORTE DE CONCRETO 13 CM;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-21-00;CORTE DE CONCRETO COM DISCO DIAMANTADO ATÉ PROFUNDIDADE DE 13CM;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;3459;23351;2021-05-28 23:32:00 UTC;2021-05-29 00:03:00 UTC;1,033;0,456;2021-05-28 23:47:30 UTC;1,033;0,456;2,265350877;2,265350877;1
CORTE DE CONCRETO 13 CM;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-21-00;CORTE DE CONCRETO COM DISCO DIAMANTADO ATÉ PROFUNDIDADE DE 13CM;M2;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;3460;23369;2021-05-28 23:32:00 UTC;2021-05-29 00:03:00 UTC;1,0333;0,456;2021-05-28 23:47:30 UTC;1,0333;0,456;2,266008772;2,266008772;1
CORTE DE CONCRETO 13 CM;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-21-00;CORTE DE CONCRETO COM DISCO DIAMANTADO ATÉ PROFUNDIDADE DE 13CM;M2;0;;DISCO PARA SERRA DIAMANTADA P/ CONCRETO/PISO - 450MM - C/ FURO DE 25MM;UN;EQUIPAMENTO;;3457;23349;2021-05-28 23:32:00 UTC;2021-05-29 00:03:00 UTC;2;0,456;2021-05-28 23:47:30 UTC;2;0,456;4,385964912;4,385964912;1
CORTE DE CONCRETO 13 CM;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-21-00;CORTE DE CONCRETO COM DISCO DIAMANTADO ATÉ PROFUNDIDADE DE 13CM;M2;0;;DISCO PARA SERRA DIAMANTADA P/ CONCRETO/PISO - 450MM - C/ FURO DE 25MM;UN;EQUIPAMENTO;;3458;23349;2021-05-28 23:32:00 UTC;2021-05-29 00:03:00 UTC;2;0,456;2021-05-28 23:47:30 UTC;4;0,912;4,385964912;4,385964912;2
DEMOLIÇÃO PAVIMENTO ASFÁLTICO;INFRA;PAVIMENTAÇÃO;05-04-00;DEMOLIÇÃO DE PAVIMENTO ASFÁLTICO, INCLUSIVE CAPA, INCLUI CARGA NO CAMINHÃO;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;3463;23357;2021-05-28 23:35:00 UTC;2021-05-29 07:10:00 UTC;20,41633;14,264;2021-05-29 03:22:30 UTC;20,41633;14,264;1,431318704;1,431318704;1
DEMOLIÇÃO PAVIMENTO ASFÁLTICO;INFRA;PAVIMENTAÇÃO;05-04-00;DEMOLIÇÃO DE PAVIMENTO ASFÁLTICO, INCLUSIVE CAPA, INCLUI CARGA NO CAMINHÃO;M2;0;;GERADOR DE ENERGIA A GASOLINA TRIFÁSICO (8KVA) COM PARTIDA MANUAL;H;EQUIPAMENTO;;3465;23372;2021-05-28 23:35:00 UTC;2021-05-29 07:10:00 UTC;8,1663;14,264;2021-05-29 03:22:30 UTC;8,1663;14,264;0,572511217;0,572511217;1
DEMOLIÇÃO PAVIMENTO ASFÁLTICO;INFRA;PAVIMENTAÇÃO;05-04-00;DEMOLIÇÃO DE PAVIMENTO ASFÁLTICO, INCLUSIVE CAPA, INCLUI CARGA NO CAMINHÃO;M2;0;;MARTELETE ROMPEDOR ELÉTRICO;H;EQUIPAMENTO;;3464;23371;2021-05-28 23:35:00 UTC;2021-05-29 07:10:00 UTC;12,25;14,264;2021-05-29 03:22:30 UTC;12,25;14,264;0,858805384;0,858805384;1
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2509;23460;2021-05-31 08:00:00 UTC;2021-05-31 09:30:00 UTC;1,5;0,36;2021-05-31 08:45:00 UTC;48,74;14,3;4,166666667;3,408391608;18
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2506;23451;2021-05-31 08:00:00 UTC;2021-05-31 09:30:00 UTC;1,5;0,9;2021-05-31 08:45:00 UTC;50,24;15,2;1,666666667;3,305263158;19
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2501;23438;2021-05-31 07:30:00 UTC;2021-05-31 11:30:00 UTC;4;0,99;2021-05-31 09:30:00 UTC;54,24;16,19;4,04040404;3,350216183;20
FORMA;INFRA;PONTES E VIADUTOS;08-14-01;FORMA COMUM, INCLUSIVE CIMBRAMENTO;M2;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;7732;23615;2021-05-31 08:25:00 UTC;2021-05-31 10:40:00 UTC;4,5;20,58;2021-05-31 09:32:30 UTC;4,5;20,58;0,218658892;0,218658892;1
FORMA;INFRA;PONTES E VIADUTOS;08-14-01;FORMA COMUM, INCLUSIVE CIMBRAMENTO;M2;0;1185;CARPINTEIRO (SGSP);H;MAO DE OBRA;;7731;23614;2021-05-31 08:25:00 UTC;2021-05-31 10:40:00 UTC;2,25;20,58;2021-05-31 09:32:30 UTC;2,25;20,58;0,109329446;0,109329446;1
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2498;23429;2021-05-31 07:30:00 UTC;2021-05-31 13:15:00 UTC;2;0,72;2021-05-31 10:22:30 UTC;56,24;16,91;2,777777778;3,325842697;21
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-02;GRAUTE - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;3528;23481;2021-05-31 08:25:00 UTC;2021-05-31 14:30:00 UTC;2,75;0,01;2021-05-31 11:27:30 UTC;68,82;1,093;275;62,96431839;10
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-02;GRAUTE - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;;REPARO ESTRUTURAL;KG;MATERIAL;;3530;23484;2021-05-31 08:25:00 UTC;2021-05-31 14:30:00 UTC;25;0,01;2021-05-31 11:27:30 UTC;366,87;0,673;2500;545,1263001;4
ELETRODUTO 2;EDIF;INSTALACOES ELETRICAS;09-02-55;"ELETRODUTO DE PVC CORRUGADO REFORÇADO, ANTICHAMA - 25MM (3/4"")";M;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2282;23576;2021-05-31 09:00:00 UTC;2021-05-31 14:30:00 UTC;4,33;3,3;2021-05-31 11:45:00 UTC;28,67;90,58;1,312121212;0,316515787;8
TELA DEPLOYER;EDIF;VEDOS;04-01-80;TELA TIPO DEPLOYEE PARA REFORÇO DE ALVENARIA;M2;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;2516;23589;2021-05-31 09:00:00 UTC;2021-05-31 15:00:00 UTC;3,99;0,48;2021-05-31 12:00:00 UTC;60,23;17,39;8,3125;3,463484761;22
CAIXA DE PVC 10X5;EDIF;INSTALACOES ELETRICAS;09-05-22;CAIXA DE PVC 10X5X5CM, INCLUSIVE ESPELHO;UN;0;2041;ELETRICISTA (SGSP);H;MAO DE OBRA;;2099;23585;2021-05-31 11:30:00 UTC;2021-05-31 14:30:00 UTC;1,83;15;2021-05-31 13:00:00 UTC;23,49;111;0,122;0,211621622;8
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-02;GRAUTE - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;2020;PEDREIRO (SGSP);H;MAO DE OBRA;;3533;23592;2021-05-31 13:25:00 UTC;2021-05-31 13:45:00 UTC;0,33;0,002115;2021-05-31 13:35:00 UTC;69,15;1,095115;156,0283688;63,14405336;11
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-02;GRAUTE - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;;REPARO ESTRUTURAL;KG;MATERIAL;;3535;23595;2021-05-31 13:25:00 UTC;2021-05-31 13:45:00 UTC;5;0,002115;2021-05-31 13:35:00 UTC;371,87;0,675115;2364,066194;550,8246743;5
GRAUTE;INFRA;RECUPERAÇÃO ESTRUTURAL DE OBRAS DE ARTE (PONTES E VIADUTOS);10-08-02;GRAUTE - FORNECIMENTO, PREPARO E APLICAÇÃO;M3;0;84003;ÁGUA POTÁVEL - FORNECIMENTO EM CAMINHÃO TANQUE CAM. 10.000 L -EMPR. QUE FORN. NO MUNICÍPIO (P/CONSTRUTORA);M3;MATERIAL;;3531;23590;2021-05-31 13:25:00 UTC;2021-05-31 13:45:00 UTC;0,8;0,002115;2021-05-31 13:35:00 UTC;1,33;0,495115;378,250591;2,68624461;9
RALOS E CAIXAS SIFONADAS;EDIF;INST.HIDRO-SANITARIAS;10-10-10;CAIXA SIFONADA DE PVC RÍGIDO - 100X150MM;UN;0;79630;COLA PARA PVC;KG;MATERIAL;;547;23613;2021-06-01 08:48:00 UTC;2021-06-01 09:17:00 UTC;0,0312;1;2021-06-01 09:02:30 UTC;0,0312;1;0,0312;0,0312;1
RALOS E CAIXAS SIFONADAS;EDIF;INST.HIDRO-SANITARIAS;10-10-10;CAIXA SIFONADA DE PVC RÍGIDO - 100X150MM;UN;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1418;23610;2021-06-01 08:48:00 UTC;2021-06-01 09:17:00 UTC;0,116;1;2021-06-01 09:02:30 UTC;0,116;1;0,116;0,116;1
RALOS E CAIXAS SIFONADAS;EDIF;INST.HIDRO-SANITARIAS;10-10-10;CAIXA SIFONADA DE PVC RÍGIDO - 100X150MM;UN;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1417;23609;2021-06-01 08:48:00 UTC;2021-06-01 09:17:00 UTC;0,116;1;2021-06-01 09:02:30 UTC;0,956;10;0,116;0,0956;5
RALOS E CAIXAS SIFONADAS;EDIF;INST.HIDRO-SANITARIAS;10-10-10;CAIXA SIFONADA DE PVC RÍGIDO - 100X150MM;UN;0;79630;COLA PARA PVC;KG;MATERIAL;;547;23613;2021-06-01 08:48:00 UTC;2021-06-01 09:17:00 UTC;0,0312;1;2021-06-01 09:02:30 UTC;0,0624;2;0,0312;0,0312;2
RALOS E CAIXAS SIFONADAS;EDIF;INST.HIDRO-SANITARIAS;10-10-10;CAIXA SIFONADA DE PVC RÍGIDO - 100X150MM;UN;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1418;23610;2021-06-01 08:48:00 UTC;2021-06-01 09:17:00 UTC;0,116;1;2021-06-01 09:02:30 UTC;0,232;2;0,116;0,116;2
RALOS E CAIXAS SIFONADAS;EDIF;INST.HIDRO-SANITARIAS;10-10-10;CAIXA SIFONADA DE PVC RÍGIDO - 100X150MM;UN;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1417;23609;2021-06-01 08:48:00 UTC;2021-06-01 09:17:00 UTC;0,116;1;2021-06-01 09:02:30 UTC;1,072;11;0,116;0,097454545;6
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;79630;COLA PARA PVC;KG;MATERIAL;;581;23629;2021-06-01 08:54:00 UTC;2021-06-01 09:15:00 UTC;0,031;1,48;2021-06-01 09:04:30 UTC;0,031;1,48;0,020945946;0,020945946;1
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1720;23626;2021-06-01 08:54:00 UTC;2021-06-01 09:15:00 UTC;0,35;1,48;2021-06-01 09:04:30 UTC;3,5176;22,68;0,236486486;0,155097002;4
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1719;23625;2021-06-01 08:54:00 UTC;2021-06-01 09:15:00 UTC;0,35;1,48;2021-06-01 09:04:30 UTC;5,613266667;34,09;0,236486486;0,164660213;7
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;79630;COLA PARA PVC;KG;MATERIAL;;581;23629;2021-06-01 08:54:00 UTC;2021-06-01 09:15:00 UTC;0,031;1,48;2021-06-01 09:04:30 UTC;0,062;2,96;0,020945946;0,020945946;2
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2099;AJUDANTE (SGSP);H;MAO DE OBRA;;1720;23626;2021-06-01 08:54:00 UTC;2021-06-01 09:15:00 UTC;0,35;1,48;2021-06-01 09:04:30 UTC;3,8676;24,16;0,236486486;0,160082781;5
TUBO DE ESGOTO 2;EDIF;INST.HIDRO-SANITARIAS;10-09-31;"TUBO DE PVC RÍGIDO, PONTA E BOLSA (LINHA ESGOTO) - 50MM (2"")";M;0;2035;ENCANADOR (SGSP);H;MAO DE OBRA;;1719;23625;2021-06-01 08:54:00 UTC;2021-06-01 09:15:00 UTC;0,35;1,48;2021-06-01 09:04:30 UTC;5,963266667;35,57;0,236486486;0,167648768;8
